Signal,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Word
12,50,391,787,1021,1388,1890,3130,4203,low
24,65,388,764,1022,1482,1922,3202,4468,low
26,80,389,789,1034,1325,1920,3202,4232,low
44,81,372,777,1034,1410,1927,3160,4238,low
21,74,371,790,1031,1436,1821,3265,4471,low
30,100,367,778,1021,1311,1989,3287,4392,low
42,54,370,770,1085,1390,1949,3131,4299,low
46,84,357,779,1069,1341,1856,3278,4413,low
18,83,396,798,1048,1315,1930,3132,4319,low
29,86,365,759,1002,1382,1926,3108,4463,low
7,83,363,791,1007,1359,1953,3280,4262,low
29,70,387,776,1080,1452,1816,3122,4459,low
35,97,375,774,1020,1334,1972,3245,4199,low
16,87,350,778,1098,1322,1995,3151,4488,low
17,60,361,769,1079,1460,1899,3261,4154,low
8,73,391,764,1099,1406,1892,3229,4498,low
35,64,364,772,1055,1480,1835,3229,4216,low
7,67,352,754,1088,1392,1890,3247,4170,low
28,63,378,768,1047,1308,1940,3258,4137,low
38,97,373,794,1071,1488,1910,3261,4362,low
10,68,362,783,1083,1313,1809,3158,4493,low
31,76,385,765,1046,1441,1811,3295,4352,low
17,183,489,866,1083,1513,2017,3349,4420,mid
27,124,369,858,1082,1537,1938,3331,4659,mid
32,108,385,847,1086,1532,2227,3590,4533,mid
8,113,410,862,1099,1476,1907,3408,4413,mid
7,107,387,893,1123,1487,2281,3453,4531,mid
38,105,522,887,1125,1498,2197,3591,4560,mid
22,99,437,860,1089,1531,1996,3744,4443,mid
10,192,343,890,1107,1577,2130,3800,4696,mid
16,89,487,870,1097,1525,2022,3502,4474,mid
18,80,393,842,1094,1547,1934,3614,4420,mid
23,93,402,888,1125,1543,2134,3222,4692,mid
23,198,479,888,1095,1530,2197,3669,4648,mid
42,93,356,862,1108,1540,2077,3483,4605,mid
7,167,509,852,1123,1483,2043,3696,4599,mid
42,166,351,894,1087,1567,1943,3587,4652,mid
9,124,375,897,1085,1571,2004,3596,4409,mid
12,112,398,871,1125,1482,2066,3747,4400,mid
12,101,383,891,1124,1519,2307,3347,4404,mid
40,153,481,868,1092,1547,2088,3387,4437,mid
34,90,465,859,1099,1520,2328,3687,4434,mid
25,182,501,884,1112,1503,2023,3283,4682,mid
41,157,379,840,1102,1560,2304,3286,4583,mid
47,200,530,871,1080,1501,2396,3329,4569,mid
40,167,533,883,1080,1595,2094,3669,4548,mid
21,139,464,892,1129,1600,1906,3760,4529,mid
46,86,383,879,1126,1525,1911,3722,4508,mid
17,132,381,851,1089,1537,2068,3675,4523,mid
8,102,432,899,1089,1495,2068,3592,4506,mid
9,128,373,850,1120,1594,2316,3706,4618,mid
38,109,421,881,1086,1587,2331,3761,4620,mid
20,221,496,892,1153,1609,2247,3857,4852,high
41,201,616,859,1111,1554,2307,3623,4892,high
21,204,546,894,1167,1609,2907,3890,4735,high
14,180,559,863,1132,1566,2558,3961,4836,high
10,236,642,918,1126,1584,2376,3946,4973,high
39,181,580,876,1103,1625,2640,3508,4879,high
45,231,643,866,1149,1654,2762,3950,4792,high
21,224,506,881,1161,1639,2303,3605,4771,high
34,249,668,897,1109,1645,2427,3879,4805,high
35,198,646,923,1106,1649,2601,3555,4648,high
16,226,612,865,1167,1570,2709,3820,4737,high
14,194,625,914,1135,1592,2486,3783,4910,high
40,244,548,913,1122,1571,2708,3850,4941,high
28,222,596,899,1118,1639,2562,3863,4746,high
14,192,602,878,1125,1615,2406,3868,4874,high
20,204,660,918,1168,1670,2808,3666,4941,high
27,248,529,857,1168,1560,2589,3685,4900,high
47,264,531,881,1145,1657,2710,3568,4875,high
28,221,560,877,1125,1615,2684,3913,4875,high
46,185,640,873,1127,1550,2788,3668,4783,high
9,262,554,861,1164,1611,2309,3716,4648,high
11,227,554,861,1152,1566,2264,3856,4905,high
29,218,547,916,1154,1611,2940,3590,4676,high
23,182,480,876,1115,1628,2951,3748,4750,high
45,272,565,858,1144,1595,2476,3786,4646,high
24,252,672,873,1103,1667,2750,3511,4612,high
24,258,483,916,1114,1637,2321,3727,4711,high
21,183,672,883,1142,1663,2339,3933,4791,high
11,246,500,877,1166,1623,2949,3587,4865,high
22,269,535,850,1175,1644,2247,3635,4947,high
11,89,377,795,1036,1390,1806,3296,4346,low
39,94,368,754,1043,1333,1928,3265,4369,low
27,52,371,764,1047,1398,1977,3191,4154,low
9,91,387,780,1096,1426,1926,3200,4108,low
22,64,374,796,1013,1436,1810,3271,4478,low
13,89,361,778,1075,1353,1925,3152,4326,low
16,92,363,790,1035,1468,1867,3293,4319,low
36,75,381,798,1037,1436,1929,3245,4493,low
47,97,372,761,1098,1314,1861,3234,4211,low
40,63,372,756,1021,1333,1920,3243,4246,low
17,97,389,786,1004,1436,1902,3211,4139,low
22,63,371,762,1036,1355,1823,3300,4359,low
32,71,394,763,1090,1446,1877,3182,4304,low
17,77,389,798,1073,1350,1897,3206,4386,low
19,56,361,788,1032,1330,1994,3258,4337,low
31,97,391,786,1034,1435,1912,3181,4364,low
19,81,383,795,1037,1396,1891,3171,4379,low
14,53,359,774,1071,1461,1903,3264,4457,low
31,100,389,784,1065,1401,1957,3127,4355,low
9,81,356,774,1083,1321,1822,3281,4299,low
31,84,364,784,1017,1318,1954,3200,4395,low
39,59,380,768,1062,1306,1935,3123,4368,low
26,71,381,769,1044,1433,1814,3214,4439,low
21,73,384,791,1027,1332,1874,3186,4493,low
29,98,388,795,1086,1310,1895,3233,4200,low
19,68,384,779,1017,1477,1938,3194,4112,low
36,78,368,754,1021,1454,1802,3196,4132,low
40,84,381,797,1070,1436,1842,3110,4309,low
10,71,370,760,1055,1349,1950,3239,4225,low
44,55,374,751,1039,1420,1801,3204,4266,low
18,200,350,860,1094,1549,1940,3266,4606,mid
33,165,390,896,1126,1477,2258,3617,4618,mid
7,174,443,876,1093,1460,2193,3531,4501,mid
39,176,439,877,1080,1473,2066,3468,4516,mid
25,190,534,885,1115,1461,2104,3683,4660,mid
30,166,550,899,1113,1498,2169,3325,4649,mid
36,200,519,877,1101,1525,2325,3706,4620,mid
38,122,422,843,1114,1469,2390,3758,4652,mid
28,184,384,856,1107,1518,2323,3408,4521,mid
27,118,500,843,1113,1481,2128,3298,4419,mid
45,191,367,884,1103,1553,2045,3800,4591,mid
46,133,348,842,1116,1548,1997,3235,4543,mid
30,161,537,847,1110,1482,2187,3270,4482,mid
7,157,447,886,1081,1477,1908,3501,4690,mid
37,99,424,898,1087,1516,2145,3792,4636,mid
30,194,334,877,1086,1587,1938,3405,4438,mid
13,93,408,848,1111,1549,2073,3278,4699,mid
37,97,487,881,1099,1514,2205,3526,4460,mid
45,82,424,880,1106,1578,2205,3331,4620,mid
8,152,399,861,1098,1554,2350,3779,4671,mid
8,93,488,899,1095,1541,2386,3264,4644,mid
32,157,417,895,1087,1520,2109,3707,4674,mid
37,88,415,863,1106,1512,2032,3480,4664,mid
44,195,449,864,1115,1495,2250,3537,4505,mid
30,111,452,854,1121,1549,1960,3250,4548,mid
29,106,344,877,1116,1548,2286,3407,4551,mid
41,100,443,842,1081,1463,1925,3253,4487,mid
43,162,341,853,1114,1574,2198,3504,4474,mid
23,88,486,847,1094,1553,2362,3753,4571,mid
16,134,334,874,1118,1566,2353,3345,4494,mid
42,198,561,882,1148,1646,2870,3567,4638,high
36,259,636,894,1101,1585,2365,3519,4745,high
33,222,536,866,1129,1572,2513,3871,4722,high
22,180,649,881,1158,1620,2714,3587,4707,high
27,256,611,900,1129,1665,2263,3925,4836,high
8,221,621,907,1168,1556,2788,3960,4962,high
38,233,591,862,1168,1635,2908,3835,4603,high
37,245,489,865,1174,1653,2840,3762,4630,high
25,260,499,863,1170,1655,2948,3686,4734,high
33,186,524,903,1120,1645,2522,3534,4837,high
43,181,558,901,1170,1659,2610,3914,4878,high
26,216,669,850,1172,1601,2247,3879,4635,high
16,182,667,903,1107,1665,2849,3819,4621,high
41,250,517,858,1114,1661,2489,3615,4869,high
7,269,607,915,1125,1602,2284,3681,4854,high
39,212,586,916,1134,1622,2392,3748,4695,high
11,229,572,885,1119,1617,2620,3662,4804,high
31,250,600,873,1116,1604,2294,3687,4913,high
8,257,557,887,1161,1597,2923,3558,4677,high
14,229,634,906,1120,1626,2936,3860,4853,high
30,196,527,859,1138,1606,2888,3709,4656,high
13,246,626,905,1115,1645,2877,3916,4752,high
27,189,611,892,1142,1597,2857,3785,4703,high
26,236,672,889,1163,1594,2830,3833,4737,high
7,213,625,918,1154,1671,2647,3566,4780,high
29,189,499,911,1116,1555,2953,3716,4614,high
16,195,555,889,1111,1656,2453,3557,4600,high
24,235,535,877,1104,1574,2280,3671,4868,high
38,252,516,863,1147,1633,2260,3763,4853,high
43,258,492,896,1153,1617,2753,3506,4932,high
13,94,383,752,1040,1352,1994,3246,4445,low
19,56,366,788,1018,1311,1934,3233,4158,low
40,94,399,785,1082,1441,1993,3114,4357,low
44,81,369,784,1093,1315,1964,3219,4306,low
35,67,365,758,1030,1469,1916,3117,4342,low
8,77,365,771,1060,1381,1899,3129,4178,low
27,72,382,757,1075,1485,1919,3229,4353,low
39,71,395,765,1086,1337,1820,3111,4408,low
9,89,381,769,1009,1361,1873,3287,4428,low
12,64,385,798,1015,1402,1830,3174,4481,low
44,90,350,765,1034,1360,1979,3240,4150,low
20,53,373,773,1080,1315,1974,3197,4143,low
13,91,357,780,1078,1446,1932,3236,4468,low
38,51,391,763,1066,1389,1984,3243,4240,low
23,89,391,756,1027,1322,1876,3147,4474,low
35,77,382,774,1066,1478,1915,3259,4312,low
25,54,382,779,1098,1430,1937,3240,4188,low
15,53,361,775,1011,1334,1988,3213,4401,low
40,87,388,767,1085,1318,1806,3176,4222,low
42,74,363,754,1039,1401,1841,3284,4255,low
10,55,369,765,1048,1486,1936,3194,4314,low
27,91,357,764,1003,1478,1879,3284,4426,low
10,91,376,789,1014,1430,1803,3297,4121,low
39,84,362,778,1047,1416,1889,3270,4391,low
29,57,354,769,1067,1308,1843,3177,4494,low
26,54,370,780,1027,1389,1925,3160,4118,low
41,54,357,790,1021,1414,1849,3172,4188,low
7,100,365,798,1093,1398,1896,3265,4242,low
43,55,386,753,1014,1392,1868,3173,4347,low
8,96,369,751,1081,1328,1865,3220,4225,low
21,94,510,889,1128,1537,2314,3379,4494,mid
39,134,521,892,1086,1546,2135,3687,4697,mid
40,155,416,889,1129,1489,2369,3780,4584,mid
15,196,532,877,1120,1577,2278,3273,4485,mid
12,90,404,843,1122,1518,2056,3458,4624,mid
33,164,480,894,1110,1570,2186,3724,4612,mid
17,168,528,848,1119,1592,2058,3805,4589,mid
16,193,419,894,1081,1504,2108,3266,4615,mid
41,185,346,899,1113,1521,1905,3470,4529,mid
16,172,349,862,1085,1561,2163,3450,4542,mid
23,94,339,869,1111,1548,2381,3559,4515,mid
29,126,521,899,1103,1481,2381,3749,4692,mid
38,87,422,879,1117,1513,2358,3645,4516,mid
24,169,528,881,1109,1453,2382,3467,4568,mid
29,160,376,866,1108,1564,2200,3516,4408,mid
23,199,493,875,1082,1588,2095,3508,4442,mid
32,99,428,887,1117,1565,1968,3741,4666,mid
35,121,461,900,1104,1535,2210,3749,4537,mid
10,114,457,844,1083,1557,1906,3415,4482,mid
27,95,392,887,1083,1559,2260,3417,4601,mid
40,139,396,843,1096,1587,2296,3427,4645,mid
22,133,471,899,1100,1474,2284,3678,4625,mid
31,173,453,862,1080,1571,2133,3733,4539,mid
11,132,390,898,1115,1505,1916,3569,4508,mid
8,185,331,848,1098,1544,1995,3621,4405,mid
10,86,511,847,1089,1516,2381,3462,4606,mid
19,189,495,880,1090,1506,2108,3477,4664,mid
34,99,484,893,1114,1519,2214,3437,4538,mid
35,114,376,864,1117,1515,2320,3256,4648,mid
35,85,501,858,1102,1563,2073,3629,4476,mid
29,195,522,867,1105,1633,2453,3503,4895,high
26,182,598,924,1112,1550,2322,3694,4890,high
23,224,508,865,1161,1551,2778,3526,4640,high
20,238,650,908,1154,1602,2604,3731,4889,high
19,197,582,923,1104,1614,2730,3579,4671,high
38,184,502,857,1118,1611,2540,3706,4816,high
10,256,530,862,1161,1617,2945,3703,4629,high
23,194,652,853,1140,1559,2205,3688,4945,high
40,180,514,867,1162,1666,2755,3865,4693,high
18,274,604,919,1115,1609,2729,3733,4689,high
42,181,656,918,1137,1639,2962,3726,4916,high
13,216,498,900,1157,1651,2969,3835,4897,high
9,223,628,882,1115,1634,2230,3861,4637,high
20,223,514,912,1153,1576,2504,3678,4716,high
27,245,559,850,1115,1660,2275,3739,4709,high
33,189,544,851,1124,1600,2838,3901,4850,high
25,222,588,850,1104,1566,2676,3553,4668,high
22,197,488,878,1137,1646,2416,3585,4782,high
45,245,480,859,1121,1675,2427,3867,4793,high
47,265,511,868,1133,1628,2433,3681,4615,high
41,273,523,908,1105,1596,2858,3864,4670,high
20,217,593,880,1154,1566,2877,3921,4634,high
22,207,663,916,1170,1635,2635,3924,4927,high
22,189,556,916,1109,1604,2840,3810,4749,high
12,269,508,925,1171,1673,2255,3953,4933,high
44,204,537,850,1121,1584,2636,3637,4889,high
41,257,556,901,1143,1608,2752,3576,4736,high
29,267,534,916,1134,1636,2360,3948,4930,high
19,183,545,872,1127,1584,2771,3863,4957,high
24,241,541,880,1135,1651,2720,3525,4798,high
42,91,396,777,1049,1311,1993,3167,4476,low
23,76,364,795,1056,1393,1956,3231,4308,low
41,85,386,799,1017,1488,1858,3142,4313,low
40,66,370,754,1059,1335,1850,3276,4458,low
23,90,389,763,1040,1423,1927,3168,4396,low
38,75,371,787,1029,1390,1978,3207,4361,low
45,57,392,769,1005,1483,1969,3121,4431,low
38,87,386,786,1022,1380,1879,3248,4279,low
36,88,390,758,1081,1436,1982,3164,4384,low
23,66,357,756,1094,1312,1858,3269,4383,low
22,81,366,754,1032,1405,1929,3110,4381,low
28,78,372,777,1031,1461,1947,3164,4165,low
35,62,397,750,1048,1435,1816,3188,4462,low
47,50,398,784,1038,1463,1958,3223,4300,low
29,81,377,783,1028,1379,1924,3155,4184,low
26,53,394,792,1039,1411,1891,3125,4111,low
45,55,399,752,1042,1424,1963,3181,4104,low
14,90,392,786,1024,1349,1954,3159,4122,low
23,66,379,752,1079,1340,1997,3239,4473,low
21,63,397,761,1029,1342,1915,3267,4334,low
11,97,358,797,1034,1310,1830,3266,4322,low
44,98,384,758,1060,1479,1928,3160,4450,low
33,62,385,774,1067,1375,1972,3220,4250,low
36,57,353,791,1029,1333,1958,3288,4345,low
7,62,357,797,1008,1384,1842,3241,4427,low
31,87,397,781,1031,1434,1828,3134,4439,low
27,76,371,781,1000,1393,1928,3135,4238,low
20,96,373,777,1091,1319,1828,3240,4141,low
23,97,374,759,1066,1316,1930,3113,4357,low
42,59,397,775,1054,1380,1995,3251,4220,low
47,118,501,877,1114,1507,2089,3673,4667,mid
39,80,430,844,1113,1525,2304,3489,4446,mid
27,194,451,890,1097,1596,2243,3559,4581,mid
10,173,438,898,1085,1571,2192,3545,4550,mid
29,198,494,856,1129,1547,2096,3316,4573,mid
9,121,495,856,1104,1455,2268,3519,4686,mid
40,152,394,855,1113,1457,1984,3339,4428,mid
44,104,472,871,1108,1506,2357,3715,4556,mid
27,87,474,885,1108,1514,2154,3507,4677,mid
32,134,393,865,1111,1595,1980,3685,4455,mid
35,186,547,890,1085,1484,2333,3296,4572,mid
39,159,336,855,1103,1587,2045,3642,4642,mid
20,177,443,876,1093,1577,2330,3483,4479,mid
44,183,338,883,1084,1583,2157,3208,4626,mid
31,126,539,864,1087,1560,1916,3227,4507,mid
27,144,518,894,1116,1589,2160,3250,4700,mid
34,81,402,877,1085,1539,2234,3331,4652,mid
29,104,504,841,1096,1486,2383,3599,4538,mid
34,120,395,894,1092,1490,1949,3350,4544,mid
31,132,425,888,1120,1573,2199,3615,4488,mid
41,151,398,897,1109,1469,2264,3428,4639,mid
21,146,428,842,1116,1455,1911,3772,4557,mid
22,88,382,877,1100,1524,2040,3438,4653,mid
43,138,458,840,1126,1456,2251,3791,4514,mid
27,148,488,887,1122,1521,2203,3547,4500,mid
44,98,527,841,1116,1563,2070,3666,4565,mid
42,137,513,883,1117,1484,2041,3793,4656,mid
28,110,451,874,1094,1558,2069,3795,4674,mid
37,168,502,879,1126,1499,2313,3630,4559,mid
30,185,409,855,1085,1568,2383,3613,4426,mid
31,253,610,865,1146,1557,2784,3876,4740,high
8,235,651,878,1119,1599,2468,3952,4629,high
23,209,590,895,1124,1637,2813,3518,4744,high
11,226,598,903,1144,1568,2930,3600,4704,high
42,263,623,909,1111,1577,2770,3764,4959,high
9,268,608,921,1143,1607,2925,3769,4789,high
24,192,642,858,1139,1561,2318,3709,4650,high
29,185,513,882,1172,1593,2517,3715,4720,high
43,218,602,869,1139,1597,2320,3728,4713,high
9,229,663,866,1175,1568,2636,3669,4674,high
33,191,538,881,1133,1668,2273,3836,4643,high
29,216,528,921,1151,1651,2613,3799,4884,high
16,271,592,864,1103,1590,2670,3933,4676,high
7,210,611,851,1108,1638,2845,3890,4691,high
19,183,596,862,1173,1639,2688,3879,4883,high
22,186,540,894,1123,1607,2445,3636,4870,high
42,205,661,911,1145,1619,2580,3750,4856,high
33,186,584,888,1111,1647,2889,3974,4812,high
32,228,652,851,1173,1585,2731,3815,4848,high
25,211,505,858,1139,1580,2749,3914,4770,high
18,206,660,896,1164,1557,2483,3600,4902,high
9,274,588,887,1116,1661,2886,3770,4769,high
17,249,490,925,1168,1612,2817,3570,4648,high
23,180,617,913,1151,1562,2538,3631,4713,high
41,249,546,872,1144,1645,2656,3932,4650,high
15,187,543,853,1146,1573,2653,3886,4713,high
26,266,600,925,1116,1578,2678,3575,4717,high
17,239,664,895,1133,1645,2266,3541,4740,high
22,217,605,875,1141,1570,2857,3670,4650,high
8,221,530,909,1106,1573,2514,3683,4871,high
