Signal,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Word
12,97,363,760,1049,1301,1839,3142,4118,low
33,65,382,784,1069,1312,1834,3242,4225,low
10,64,370,754,1030,1384,1834,3135,4343,low
28,52,390,781,1069,1351,1810,3116,4469,low
24,98,356,781,1027,1317,1998,3240,4105,low
8,71,353,776,1078,1382,1938,3190,4300,low
13,67,359,767,1002,1364,1862,3205,4215,low
22,54,368,753,1069,1353,1956,3154,4475,low
33,58,391,768,1056,1307,1849,3130,4297,low
8,85,388,766,1043,1333,1815,3200,4269,low
11,59,375,777,1078,1369,1991,3210,4332,low
16,69,392,764,1000,1383,1911,3268,4453,low
16,88,393,750,1008,1334,1991,3286,4293,low
27,74,378,761,1009,1378,1930,3258,4415,low
45,53,384,792,1034,1314,1806,3159,4144,low
24,87,384,794,1063,1391,1888,3277,4485,low
36,67,351,762,1081,1355,1827,3257,4183,low
32,66,390,762,1091,1398,1922,3296,4172,low
18,99,390,755,1084,1320,1941,3300,4261,low
30,54,393,758,1081,1316,1801,3200,4440,low
34,94,361,799,1072,1372,1885,3103,4374,low
39,52,370,771,1021,1393,1996,3226,4282,low
31,156,504,873,1119,1476,2141,3529,4442,mid
8,198,526,874,1130,1518,2051,3712,4620,mid
41,104,539,879,1111,1497,2104,3471,4409,mid
37,153,480,866,1125,1544,2192,3637,4585,mid
30,178,485,872,1113,1457,2320,3725,4615,mid
21,138,525,880,1116,1483,2232,3630,4522,mid
30,163,540,882,1110,1462,2377,3675,4613,mid
29,188,507,860,1128,1467,2172,3479,4593,mid
34,161,480,880,1130,1529,2159,3511,4475,mid
29,120,516,898,1115,1501,2065,3534,4634,mid
19,122,510,900,1130,1466,2100,3738,4414,mid
30,101,537,855,1126,1473,2115,3619,4567,mid
26,131,512,881,1116,1478,2045,3778,4585,mid
27,156,465,886,1117,1509,2379,3593,4468,mid
20,144,509,850,1115,1543,2293,3730,4503,mid
21,189,458,878,1126,1545,2337,3641,4526,mid
26,116,493,861,1129,1462,2321,3421,4606,mid
16,188,518,888,1121,1471,2348,3578,4637,mid
37,131,547,873,1110,1502,2089,3475,4638,mid
11,187,490,873,1116,1451,2102,3768,4575,mid
21,124,452,884,1127,1519,2363,3423,4674,mid
33,127,496,884,1119,1527,2126,3495,4679,mid
24,174,464,864,1128,1490,2268,3466,4475,mid
39,200,450,890,1112,1516,2189,3684,4636,mid
33,199,513,855,1116,1533,2284,3665,4588,mid
40,121,465,874,1111,1517,2174,3550,4521,mid
13,143,530,889,1124,1477,2350,3789,4404,mid
38,140,547,887,1112,1523,2143,3544,4696,mid
26,101,477,886,1115,1460,2025,3657,4689,mid
14,194,460,885,1116,1492,2156,3407,4450,mid
9,247,572,914,1173,1592,2686,3678,4679,high
18,264,602,880,1172,1663,2717,3722,4781,high
34,206,575,884,1166,1614,2946,3863,4922,high
36,254,654,863,1161,1560,2937,3911,4648,high
40,243,532,903,1167,1650,2525,3811,4948,high
17,208,515,861,1163,1668,2751,3888,4827,high
43,260,551,920,1156,1618,2669,3664,4718,high
41,213,513,870,1171,1653,2845,3897,4962,high
39,242,579,867,1165,1559,2897,3617,4882,high
47,266,582,863,1152,1587,2586,3686,4872,high
21,252,538,859,1152,1654,2960,3903,4739,high
40,260,558,912,1161,1596,2670,3868,4842,high
45,266,533,919,1167,1661,2570,3920,4662,high
32,222,531,902,1175,1662,2701,3926,4889,high
35,234,604,914,1157,1552,2546,3616,4603,high
17,200,634,924,1159,1621,2703,3898,4625,high
47,243,668,884,1157,1607,2929,3687,4687,high
8,251,560,856,1167,1573,2953,3710,4824,high
41,273,615,880,1161,1649,2974,3717,4766,high
32,252,567,899,1168,1622,2936,3850,4830,high
12,230,524,873,1151,1580,2594,3725,4704,high
18,241,609,870,1164,1670,2802,3639,4823,high
23,204,564,906,1150,1555,2698,3797,4652,high
47,253,617,869,1171,1648,2922,3851,4709,high
45,248,675,850,1158,1554,2786,3679,4731,high
31,230,531,850,1163,1632,2595,3619,4732,high
11,211,624,899,1152,1590,2500,3712,4884,high
22,230,588,897,1169,1603,2800,3902,4684,high
43,203,518,917,1155,1580,2751,3912,4630,high
17,220,665,879,1172,1602,2713,3777,4641,high
29,86,390,778,1037,1373,1911,3112,4346,low
28,97,352,761,1016,1313,1994,3220,4233,low
17,67,396,754,1047,1311,1903,3122,4147,low
8,61,364,773,1083,1335,1990,3273,4439,low
23,68,358,755,1057,1324,1940,3213,4123,low
35,99,400,794,1011,1345,1959,3256,4159,low
15,87,372,751,1028,1329,1860,3277,4281,low
12,56,360,779,1080,1312,1960,3273,4381,low
31,57,383,753,1096,1333,1971,3117,4401,low
40,57,380,794,1021,1305,1896,3108,4369,low
27,77,373,782,1006,1362,1893,3153,4109,low
46,81,395,766,1012,1367,1957,3149,4176,low
33,66,354,798,1026,1369,1875,3215,4459,low
33,66,368,791,1077,1397,1812,3152,4194,low
33,62,383,760,1071,1363,1873,3144,4159,low
32,82,382,761,1094,1305,1899,3161,4101,low
46,88,382,788,1091,1395,1994,3247,4327,low
30,59,377,754,1030,1357,1874,3215,4296,low
47,93,368,795,1001,1397,1854,3231,4299,low
37,72,357,775,1073,1345,1869,3180,4487,low
24,77,399,762,1009,1365,1915,3265,4146,low
23,68,358,766,1057,1334,1855,3278,4352,low
12,78,398,764,1057,1307,1917,3102,4128,low
42,82,361,788,1082,1381,1994,3125,4472,low
24,53,388,770,1013,1399,1904,3289,4140,low
8,89,386,769,1082,1354,1905,3252,4374,low
42,89,354,775,1076,1387,1957,3217,4329,low
24,86,360,797,1038,1398,1996,3178,4329,low
36,57,398,799,1062,1317,1831,3271,4187,low
14,61,379,780,1003,1370,1960,3112,4374,low
18,101,472,852,1130,1527,2171,3722,4647,mid
16,138,542,900,1123,1534,2343,3637,4400,mid
47,141,493,874,1112,1522,2248,3616,4480,mid
42,186,543,867,1118,1464,2338,3539,4438,mid
43,107,456,862,1122,1535,2016,3555,4602,mid
33,121,482,895,1111,1530,2347,3713,4590,mid
21,105,522,888,1128,1456,2208,3450,4461,mid
14,102,495,851,1125,1519,2003,3626,4508,mid
38,112,453,895,1124,1537,2393,3622,4407,mid
35,124,517,867,1129,1458,2251,3561,4673,mid
16,119,521,877,1115,1482,2259,3492,4506,mid
44,142,477,866,1125,1457,2056,3737,4442,mid
15,163,494,886,1117,1475,2344,3472,4437,mid
40,130,529,872,1126,1463,2192,3799,4599,mid
22,129,508,890,1120,1450,2087,3690,4680,mid
33,197,505,886,1123,1468,2096,3503,4514,mid
12,114,523,893,1128,1459,2021,3452,4628,mid
29,166,463,869,1126,1489,2093,3609,4463,mid
46,180,478,860,1110,1538,2205,3615,4655,mid
43,129,511,874,1129,1524,2075,3785,4402,mid
29,106,494,851,1122,1466,2297,3733,4696,mid
47,164,517,871,1116,1465,2265,3414,4444,mid
19,195,468,886,1130,1501,2141,3679,4411,mid
12,110,537,851,1117,1461,2380,3764,4496,mid
19,121,455,864,1122,1511,2296,3640,4658,mid
41,183,550,875,1114,1481,2005,3635,4651,mid
23,193,482,887,1121,1505,2161,3655,4407,mid
25,117,478,900,1112,1532,2191,3763,4553,mid
44,112,476,896,1129,1494,2235,3499,4657,mid
12,114,550,882,1124,1482,2145,3585,4605,mid
35,241,675,860,1168,1665,2815,3685,4608,high
43,213,535,862,1171,1660,2829,3766,4851,high
42,215,659,912,1174,1592,2653,3838,4679,high
40,260,570,863,1155,1607,2771,3625,4845,high
34,222,673,883,1157,1620,2894,3609,4696,high
12,211,541,902,1165,1632,2883,3751,4622,high
19,204,644,854,1170,1613,2596,3935,4851,high
28,237,641,886,1157,1648,2898,3909,4870,high
25,274,525,899,1160,1622,2530,3629,4616,high
31,202,570,870,1163,1572,2749,3905,4688,high
47,212,641,916,1163,1550,2868,3960,4866,high
42,244,586,923,1172,1662,2622,3968,4777,high
32,202,541,896,1157,1649,2898,3944,4601,high
31,222,594,899,1153,1565,2505,3924,4796,high
26,274,596,856,1158,1621,2655,3826,4788,high
26,242,582,884,1170,1660,2792,3796,4662,high
21,227,539,912,1154,1584,2838,3819,4923,high
44,202,651,862,1159,1605,2803,3826,4607,high
32,244,651,911,1168,1613,2557,3897,4761,high
37,253,628,884,1152,1555,2708,3635,4967,high
32,259,644,857,1160,1561,2537,3670,4851,high
21,237,652,886,1157,1597,2567,3923,4809,high
30,227,583,920,1159,1551,2606,3752,4959,high
24,214,555,897,1173,1671,2861,3845,4608,high
45,238,621,896,1174,1601,2720,3920,4811,high
35,269,673,852,1170,1584,2569,3923,4938,high
7,251,582,874,1167,1654,2918,3684,4678,high
10,223,513,881,1157,1609,2638,3666,4931,high
11,214,650,897,1163,1618,2663,3951,4916,high
46,211,559,903,1154,1598,2521,3733,4698,high
46,73,385,792,1005,1314,1835,3176,4132,low
7,76,354,778,1060,1300,1974,3275,4445,low
41,77,356,765,1077,1397,1964,3132,4135,low
33,85,356,796,1003,1312,1980,3250,4296,low
24,80,396,756,1003,1301,1880,3126,4345,low
11,50,377,766,1083,1353,1971,3167,4433,low
41,80,380,793,1032,1382,1845,3297,4289,low
42,82,392,764,1041,1346,1891,3130,4417,low
41,88,385,777,1066,1379,2000,3224,4213,low
9,69,363,775,1029,1367,1811,3140,4488,low
33,86,389,772,1039,1382,1837,3250,4304,low
23,63,385,771,1098,1335,1849,3178,4232,low
21,72,385,797,1059,1361,1838,3228,4369,low
20,83,354,770,1067,1306,1847,3144,4240,low
19,95,391,772,1048,1363,1985,3264,4298,low
13,93,379,753,1031,1327,1879,3272,4210,low
34,99,350,782,1028,1302,1815,3184,4369,low
39,86,372,754,1095,1345,1956,3269,4480,low
22,52,381,782,1063,1397,1990,3189,4320,low
25,81,365,787,1097,1369,1953,3230,4159,low
44,65,381,757,1057,1392,1881,3267,4404,low
32,98,385,770,1076,1347,1950,3247,4424,low
8,74,351,772,1052,1369,1969,3227,4101,low
12,88,356,783,1018,1360,1863,3289,4424,low
29,50,375,777,1034,1352,1862,3293,4408,low
13,78,391,784,1091,1337,1980,3112,4259,low
25,55,369,781,1025,1388,1914,3104,4127,low
41,52,396,776,1024,1377,1946,3167,4469,low
37,68,375,777,1003,1379,1953,3117,4290,low
40,95,375,760,1091,1341,1893,3106,4300,low
26,189,539,851,1121,1484,2111,3482,4450,mid
19,104,457,878,1113,1521,2395,3685,4639,mid
13,157,473,877,1117,1463,2137,3712,4447,mid
38,155,510,886,1114,1543,2272,3748,4539,mid
17,137,546,895,1114,1501,2138,3458,4420,mid
11,188,454,896,1121,1499,2150,3767,4503,mid
18,151,453,867,1111,1531,2291,3555,4568,mid
33,123,462,884,1119,1502,2321,3457,4586,mid
20,186,520,864,1123,1496,2349,3653,4499,mid
27,135,475,868,1129,1504,2286,3636,4660,mid
41,118,509,889,1126,1484,2324,3501,4645,mid
31,143,474,889,1125,1458,2180,3660,4529,mid
10,169,538,854,1118,1515,2146,3633,4400,mid
14,160,545,871,1111,1496,2267,3515,4468,mid
40,141,514,867,1123,1477,2215,3558,4543,mid
7,114,494,853,1125,1451,2136,3608,4428,mid
29,159,456,865,1116,1496,2150,3476,4421,mid
20,174,503,898,1130,1545,2294,3695,4563,mid
32,172,459,871,1126,1533,2268,3745,4440,mid
12,165,538,878,1124,1473,2358,3492,4595,mid
40,142,537,866,1115,1548,2114,3625,4584,mid
37,115,550,894,1128,1546,2181,3622,4579,mid
34,193,537,859,1121,1515,2073,3555,4471,mid
30,174,541,880,1121,1519,2333,3734,4534,mid
37,147,482,900,1117,1500,2380,3674,4469,mid
16,166,485,857,1130,1490,2362,3461,4553,mid
25,144,512,855,1126,1450,2294,3543,4492,mid
16,147,462,881,1129,1507,2198,3672,4467,mid
14,107,460,887,1130,1457,2327,3427,4634,mid
31,118,492,876,1123,1482,2195,3635,4629,mid
36,209,566,918,1160,1553,2689,3726,4891,high
40,245,585,854,1154,1594,2522,3741,4692,high
13,259,628,908,1170,1586,2785,3679,4825,high
25,210,646,892,1158,1655,2546,3811,4616,high
19,207,535,898,1168,1653,2802,3636,4736,high
29,222,647,875,1174,1656,2545,3683,4662,high
45,269,596,883,1156,1626,2643,3722,4825,high
26,259,580,908,1170,1660,2620,3803,4737,high
24,211,588,909,1153,1611,2946,3831,4903,high
35,212,545,919,1174,1615,2620,3771,4687,high
38,259,602,882,1172,1580,2535,3639,4700,high
33,219,674,899,1160,1596,2536,3889,4840,high
26,252,573,913,1158,1591,2609,3967,4837,high
20,262,648,923,1150,1671,2591,3940,4719,high
7,248,621,859,1160,1610,2515,3975,4874,high
45,254,518,892,1170,1593,2963,3885,4946,high
34,255,612,865,1162,1629,2948,3764,4709,high
43,211,657,921,1160,1612,2852,3617,4741,high
12,254,580,919,1157,1637,2585,3900,4858,high
19,217,564,857,1155,1573,2860,3652,4632,high
18,235,594,909,1153,1580,2974,3895,4877,high
45,263,525,912,1155,1555,2592,3796,4613,high
40,206,647,878,1160,1629,2596,3751,4843,high
13,262,520,909,1161,1570,2657,3644,4633,high
26,243,603,865,1160,1591,2717,3735,4690,high
36,203,536,879,1151,1567,2800,3840,4859,high
25,251,511,916,1159,1577,2519,3756,4954,high
15,265,553,921,1170,1591,2591,3789,4799,high
43,271,556,872,1152,1674,2878,3665,4949,high
38,233,664,880,1171,1669,2601,3961,4696,high
37,75,372,769,1031,1326,1816,3202,4356,low
27,62,355,775,1003,1396,1973,3113,4418,low
7,74,360,763,1086,1305,1965,3233,4260,low
15,73,390,760,1036,1379,1895,3191,4286,low
39,91,374,768,1057,1354,1903,3223,4197,low
32,62,356,753,1015,1393,1835,3257,4279,low
10,83,355,770,1097,1395,1925,3275,4133,low
39,76,400,781,1077,1317,1983,3196,4193,low
24,66,394,786,1032,1351,1915,3186,4212,low
27,58,356,767,1056,1368,1856,3220,4433,low
31,66,380,785,1003,1357,1863,3225,4233,low
15,73,390,760,1080,1336,1991,3294,4443,low
31,57,355,785,1074,1354,1808,3169,4469,low
9,77,390,782,1071,1383,1855,3260,4424,low
41,66,380,786,1037,1316,1905,3152,4489,low
15,83,356,750,1062,1337,1968,3232,4336,low
10,53,361,798,1088,1358,1958,3129,4202,low
10,57,367,771,1091,1331,1841,3246,4322,low
11,70,399,775,1013,1325,1840,3182,4291,low
37,85,369,778,1032,1364,1941,3109,4165,low
20,77,395,791,1071,1373,1832,3172,4391,low
30,51,380,780,1096,1374,1865,3118,4355,low
42,83,381,776,1007,1386,1901,3199,4252,low
44,91,360,775,1093,1304,1874,3141,4267,low
19,86,365,800,1056,1398,1913,3245,4341,low
27,62,364,777,1011,1361,1884,3210,4500,low
28,50,357,789,1006,1355,1966,3101,4146,low
30,99,385,798,1000,1376,1849,3152,4124,low
41,85,351,757,1035,1370,1841,3213,4440,low
38,78,352,783,1028,1395,1834,3136,4156,low
41,127,465,852,1111,1452,2325,3486,4613,mid
29,110,515,858,1125,1466,2244,3730,4523,mid
47,171,492,854,1121,1455,2207,3801,4536,mid
25,123,515,874,1128,1550,2038,3658,4616,mid
21,185,506,869,1129,1496,2020,3538,4664,mid
17,109,454,864,1118,1474,2036,3561,4630,mid
32,148,471,855,1115,1477,2052,3639,4610,mid
14,124,514,880,1130,1486,2052,3622,4652,mid
27,134,517,886,1117,1507,2167,3716,4475,mid
8,182,545,886,1126,1545,2306,3505,4466,mid
27,155,497,888,1117,1507,2122,3569,4560,mid
40,144,490,855,1115,1508,2366,3449,4501,mid
17,128,548,895,1128,1526,2021,3531,4686,mid
44,135,456,886,1115,1546,2364,3674,4482,mid
36,150,526,883,1128,1512,2274,3568,4503,mid
19,154,484,858,1119,1450,2119,3742,4424,mid
30,158,516,895,1119,1515,2036,3669,4521,mid
47,128,489,863,1130,1545,2151,3628,4579,mid
8,197,521,855,1110,1532,2218,3556,4435,mid
46,167,465,876,1123,1468,2331,3496,4565,mid
45,196,455,895,1120,1546,2289,3424,4583,mid
14,150,505,877,1116,1451,2106,3411,4614,mid
41,177,523,863,1111,1549,2024,3712,4475,mid
20,122,499,884,1119,1483,2197,3777,4659,mid
28,154,502,882,1110,1529,2392,3448,4499,mid
46,113,489,899,1119,1466,2170,3516,4488,mid
45,102,534,900,1119,1464,2161,3670,4406,mid
45,133,481,884,1116,1480,2177,3726,4525,mid
46,151,526,875,1125,1479,2299,3427,4498,mid
44,136,503,871,1111,1455,2092,3629,4527,mid
12,246,656,883,1166,1589,2710,3820,4956,high
23,266,500,918,1172,1655,2887,3882,4865,high
29,258,625,917,1165,1566,2860,3940,4614,high
29,239,562,890,1152,1674,2766,3647,4847,high
43,262,652,914,1153,1604,2857,3834,4829,high
46,201,591,919,1162,1614,2953,3746,4850,high
29,264,567,891,1175,1594,2731,3779,4739,high
36,242,542,867,1163,1657,2827,3888,4629,high
20,250,653,896,1164,1619,2944,3602,4684,high
30,201,538,900,1172,1594,2879,3612,4634,high
29,216,540,924,1155,1650,2793,3612,4944,high
21,247,599,851,1153,1664,2825,3613,4799,high
30,238,539,918,1156,1588,2681,3858,4804,high
47,267,635,886,1168,1640,2798,3816,4846,high
26,224,518,905,1170,1637,2790,3668,4721,high
26,206,543,873,1159,1638,2594,3878,4778,high
47,243,591,923,1171,1672,2639,3638,4600,high
24,233,648,922,1163,1583,2675,3647,4657,high
16,243,632,864,1161,1610,2681,3608,4903,high
23,264,596,899,1151,1570,2889,3857,4854,high
26,261,511,877,1174,1586,2633,3917,4830,high
45,232,646,892,1151,1551,2601,3845,4770,high
47,224,672,863,1166,1654,2545,3831,4963,high
32,221,646,900,1153,1591,2944,3875,4726,high
27,209,590,922,1151,1624,2763,3924,4719,high
31,245,541,859,1175,1647,2583,3957,4960,high
20,200,536,858,1150,1552,2849,3908,4975,high
7,275,555,865,1161,1609,2945,3681,4634,high
24,246,536,884,1163,1613,2637,3731,4741,high
14,214,546,914,1159,1579,2818,3640,4929,high
