Signal,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Word
41,56,374,760,1068,1312,1863,3220,4364,low
42,65,366,788,1076,1372,1816,3285,4305,low
36,67,381,765,1063,1448,1937,3211,4190,low
13,85,387,750,1026,1325,1954,3289,4156,low
17,80,389,750,1030,1416,1967,3226,4139,low
27,60,353,781,1051,1438,1848,3118,4155,low
32,50,394,751,1051,1489,1896,3122,4303,low
37,90,381,761,1059,1481,1864,3199,4285,low
18,56,374,782,1027,1435,1957,3275,4343,low
46,68,372,774,1091,1387,1827,3171,4120,low
33,61,389,795,1024,1349,1949,3126,4311,low
27,54,355,770,1067,1451,1873,3287,4112,low
35,95,388,781,1050,1334,1923,3299,4359,low
17,63,377,765,1057,1348,1925,3251,4476,low
38,55,384,767,1082,1398,1941,3140,4113,low
17,51,371,781,1064,1364,1860,3257,4369,low
37,80,383,768,1013,1425,1903,3149,4366,low
20,63,373,790,1086,1484,1962,3255,4143,low
34,66,388,778,1083,1348,1861,3219,4225,low
24,70,378,751,1023,1324,1954,3175,4474,low
24,70,350,780,1081,1406,1996,3250,4402,low
19,72,395,788,1091,1442,1959,3195,4346,low
20,200,408,888,1093,1510,2115,3419,4581,mid
32,199,487,857,1089,1493,1983,3367,4611,mid
37,81,354,841,1083,1546,2026,3473,4574,mid
24,191,510,857,1110,1513,2036,3596,4524,mid
9,144,546,843,1084,1561,2369,3385,4699,mid
43,118,512,836,1119,1591,2023,3294,4561,mid
24,186,549,800,1096,1511,2181,3370,4602,mid
42,121,492,892,1094,1593,2326,3200,4586,mid
37,144,434,883,1096,1545,2085,3504,4486,mid
39,139,379,847,1100,1456,2021,3792,4568,mid
11,153,380,839,1120,1592,1948,3630,4450,mid
38,147,472,787,1089,1568,2199,3469,4443,mid
19,186,471,887,1114,1463,2192,3262,4529,mid
20,91,359,893,1092,1568,1988,3323,4621,mid
32,85,449,883,1115,1490,1997,3270,4407,mid
20,119,534,890,1093,1559,2324,3402,4570,mid
47,102,418,900,1084,1463,2256,3780,4476,mid
46,190,541,897,1117,1554,2196,3615,4413,mid
7,105,549,848,1119,1487,2068,3777,4605,mid
17,162,441,833,1102,1475,2334,3616,4435,mid
16,174,519,826,1097,1489,2299,3428,4523,mid
39,108,543,796,1117,1469,2271,3424,4646,mid
26,128,375,841,1117,1475,2113,3420,4483,mid
28,104,414,785,1106,1585,1928,3738,4597,mid
11,137,468,891,1107,1473,2033,3534,4686,mid
43,118,334,864,1086,1533,2175,3636,4680,mid
34,124,340,843,1108,1575,1948,3779,4609,mid
26,193,398,871,1105,1552,2056,3276,4557,mid
16,161,339,843,1088,1531,2100,3728,4578,mid
45,91,344,874,1115,1523,1917,3346,4646,mid
46,232,665,865,1127,1572,2407,3895,4695,high
47,194,625,879,1147,1632,2403,3617,4667,high
7,241,653,894,1116,1626,2517,3659,4864,high
34,184,504,920,1140,1593,2657,3859,4937,high
45,199,624,857,1159,1616,2797,3919,4645,high
33,258,490,901,1101,1617,2833,3616,4917,high
27,244,534,899,1136,1654,2741,3780,4654,high
16,200,565,861,1107,1648,2215,3515,4797,high
24,251,603,898,1116,1656,2787,3663,4889,high
13,261,546,898,1126,1611,2517,3579,4656,high
27,218,649,862,1134,1605,2600,3922,4827,high
31,183,656,894,1131,1584,2473,3519,4634,high
18,228,652,906,1124,1552,2358,3827,4952,high
39,227,656,870,1136,1659,2293,3771,4892,high
17,219,531,886,1149,1586,2399,3859,4888,high
8,274,612,925,1160,1597,2803,3831,4848,high
46,208,512,877,1144,1625,2412,3716,4685,high
26,231,519,916,1111,1555,2865,3871,4640,high
20,187,499,869,1101,1652,2554,3931,4974,high
20,271,513,906,1166,1582,2551,3703,4731,high
47,232,654,852,1169,1585,2521,3865,4867,high
23,230,561,923,1164,1632,2258,3695,4723,high
8,197,511,905,1164,1609,2611,3960,4865,high
36,260,605,868,1175,1637,2398,3762,4736,high
44,250,594,919,1159,1630,2603,3633,4771,high
15,255,605,885,1131,1572,2362,3929,4793,high
12,230,597,871,1151,1608,2891,3945,4931,high
18,246,624,911,1140,1552,2283,3583,4769,high
43,233,555,886,1149,1604,2468,3750,4717,high
17,218,554,907,1152,1623,2937,3605,4763,high
45,80,352,784,1067,1379,1835,3205,4370,low
25,88,376,790,1033,1323,1886,3148,4386,low
12,55,399,767,1063,1326,1942,3189,4352,low
39,85,400,754,1065,1440,1956,3202,4336,low
46,82,371,797,1044,1420,1919,3208,4336,low
8,59,366,761,1004,1411,1883,3174,4352,low
18,78,369,783,1003,1460,1960,3125,4376,low
15,84,379,780,1036,1407,1892,3280,4374,low
21,51,361,759,1032,1327,1880,3111,4487,low
22,87,386,793,1048,1409,1885,3223,4431,low
31,71,376,762,1086,1381,1843,3110,4328,low
29,52,391,767,1096,1309,1884,3173,4193,low
23,94,390,795,1072,1401,1898,3138,4240,low
36,99,371,763,1070,1331,1820,3241,4216,low
14,65,394,755,1051,1363,1895,3189,4134,low
23,61,355,754,1033,1334,1946,3135,4257,low
10,91,359,794,1079,1329,1931,3112,4495,low
43,61,391,774,1064,1439,1927,3123,4410,low
38,54,380,782,1082,1411,1971,3293,4458,low
41,59,354,793,1021,1317,1963,3274,4411,low
31,66,370,794,1048,1451,1842,3181,4153,low
28,74,364,788,1082,1454,1817,3246,4335,low
39,55,379,756,1071,1471,1920,3274,4154,low
33,69,369,778,1066,1481,1822,3206,4135,low
8,80,397,764,1022,1371,1966,3187,4213,low
45,68,388,768,1058,1464,1839,3103,4460,low
18,81,383,785,1066,1334,1909,3267,4357,low
8,72,352,780,1014,1333,1849,3256,4313,low
8,92,389,787,1048,1302,1822,3220,4482,low
33,51,360,779,1056,1330,1961,3244,4303,low
8,122,449,790,1126,1542,2157,3735,4503,mid
23,147,468,835,1088,1491,1967,3654,4591,mid
7,196,422,822,1120,1521,2064,3575,4630,mid
27,106,497,828,1091,1515,2308,3785,4648,mid
25,109,448,802,1094,1541,1993,3320,4440,mid
17,176,335,871,1089,1580,2149,3732,4440,mid
20,166,377,842,1111,1519,2331,3309,4497,mid
11,189,367,865,1091,1531,2122,3572,4688,mid
34,118,396,866,1091,1461,2028,3795,4462,mid
27,132,335,783,1110,1553,2196,3727,4496,mid
12,200,542,792,1106,1544,2271,3525,4511,mid
38,169,406,786,1095,1574,2159,3426,4604,mid
13,88,492,788,1086,1566,2088,3213,4454,mid
11,124,414,885,1090,1529,2337,3248,4646,mid
32,181,402,815,1098,1520,1939,3728,4654,mid
34,101,342,830,1112,1552,1911,3593,4594,mid
38,111,347,813,1084,1485,2050,3512,4463,mid
23,159,429,857,1121,1525,2307,3308,4402,mid
37,140,459,866,1122,1458,1911,3638,4682,mid
15,105,502,827,1099,1540,2060,3231,4593,mid
29,187,523,804,1095,1489,2062,3527,4690,mid
27,129,408,782,1080,1565,2128,3714,4623,mid
36,93,498,862,1102,1504,2018,3672,4506,mid
7,171,448,827,1088,1530,2348,3775,4484,mid
32,125,538,853,1125,1600,2204,3220,4500,mid
11,147,537,876,1120,1587,1985,3449,4494,mid
28,194,436,879,1097,1551,2397,3658,4556,mid
30,92,359,837,1097,1528,2323,3498,4685,mid
8,85,330,884,1128,1575,2141,3337,4446,mid
36,199,410,817,1097,1596,2089,3607,4653,mid
11,257,553,897,1143,1647,2686,3672,4711,high
29,224,551,918,1105,1642,2567,3579,4946,high
29,190,618,854,1149,1605,2772,3810,4810,high
27,238,532,856,1138,1593,2237,3727,4849,high
17,214,671,879,1153,1574,2264,3821,4684,high
47,203,499,893,1125,1573,2527,3604,4784,high
14,198,624,899,1127,1642,2218,3696,4870,high
15,269,673,921,1167,1559,2274,3610,4610,high
7,251,526,906,1141,1584,2949,3972,4915,high
15,198,540,885,1132,1621,2934,3859,4809,high
18,253,625,880,1161,1568,2291,3711,4906,high
10,227,634,916,1171,1605,2209,3867,4655,high
42,257,490,860,1121,1617,2383,3960,4778,high
22,248,523,876,1137,1551,2941,3552,4739,high
13,194,586,892,1150,1646,2875,3674,4687,high
23,234,546,866,1158,1674,2404,3653,4834,high
7,260,609,918,1108,1670,2533,3618,4847,high
40,267,553,875,1135,1654,2775,3521,4967,high
23,240,578,921,1144,1621,2905,3588,4883,high
40,264,642,877,1152,1659,2326,3658,4866,high
34,225,652,898,1105,1654,2424,3526,4808,high
35,239,665,878,1125,1669,2786,3733,4916,high
15,274,619,867,1149,1601,2895,3667,4716,high
16,252,497,863,1133,1588,2323,3816,4694,high
31,194,648,866,1170,1651,2798,3749,4637,high
42,259,601,906,1114,1601,2826,3536,4661,high
30,198,644,898,1103,1669,2530,3756,4657,high
38,257,565,884,1171,1640,2401,3502,4789,high
30,218,594,878,1145,1587,2579,3604,4966,high
11,188,594,876,1118,1562,2882,3556,4886,high
24,68,383,756,1043,1435,1959,3300,4126,low
12,68,352,800,1019,1408,1820,3239,4188,low
13,90,385,795,1052,1358,1952,3108,4395,low
33,81,355,757,1060,1357,1904,3246,4446,low
21,83,369,772,1056,1303,1950,3182,4310,low
15,98,381,791,1042,1367,1979,3254,4230,low
9,86,382,792,1025,1320,1981,3224,4273,low
47,55,381,767,1053,1422,1815,3105,4100,low
43,81,369,795,1036,1449,1926,3196,4444,low
10,51,357,771,1026,1331,1925,3232,4481,low
39,58,355,755,1044,1381,1833,3210,4342,low
22,56,399,754,1091,1349,1994,3257,4345,low
12,71,352,775,1056,1364,1895,3294,4192,low
17,76,371,754,1045,1368,1948,3252,4438,low
45,54,368,766,1000,1418,1871,3125,4156,low
34,88,364,794,1001,1302,1827,3136,4131,low
11,91,388,774,1053,1362,1896,3185,4385,low
18,80,383,775,1029,1404,1823,3181,4130,low
37,58,369,800,1063,1322,1996,3172,4499,low
32,55,373,750,1090,1338,1961,3225,4216,low
18,72,397,771,1050,1309,1803,3158,4320,low
10,86,356,771,1036,1432,1893,3256,4197,low
30,78,373,781,1066,1447,1919,3155,4500,low
10,53,356,762,1018,1417,1843,3151,4289,low
21,50,392,797,1099,1389,1954,3251,4175,low
13,96,376,761,1061,1310,1957,3222,4166,low
11,58,353,776,1086,1425,1944,3147,4495,low
16,62,360,786,1050,1432,1949,3188,4464,low
25,84,364,767,1032,1433,1988,3182,4390,low
16,59,382,768,1095,1337,1904,3267,4444,low
9,192,446,809,1122,1546,2111,3742,4407,mid
18,168,378,848,1125,1583,1927,3536,4543,mid
31,143,404,892,1091,1528,2225,3456,4421,mid
35,181,488,814,1095,1596,1988,3598,4486,mid
8,140,513,834,1082,1579,2229,3719,4698,mid
15,80,385,859,1124,1573,2244,3427,4630,mid
25,119,357,789,1101,1533,2369,3496,4700,mid
47,84,333,851,1107,1473,2184,3555,4442,mid
15,83,482,899,1088,1496,2367,3537,4446,mid
33,110,491,862,1105,1564,2052,3584,4693,mid
46,185,423,884,1105,1594,2355,3200,4483,mid
33,176,452,864,1092,1569,2181,3476,4516,mid
15,80,498,785,1093,1506,2309,3575,4622,mid
43,136,393,860,1127,1509,2354,3532,4420,mid
41,120,391,900,1116,1462,2019,3615,4536,mid
39,116,397,841,1123,1522,2008,3736,4534,mid
44,165,430,788,1082,1582,1905,3447,4586,mid
43,150,474,847,1112,1467,1954,3284,4670,mid
29,108,500,824,1129,1494,2339,3483,4459,mid
22,117,499,826,1118,1545,2144,3386,4407,mid
29,91,405,853,1124,1493,2165,3536,4592,mid
7,96,373,883,1096,1566,2179,3294,4537,mid
12,190,448,839,1111,1592,1978,3358,4604,mid
20,190,439,867,1125,1464,2026,3488,4431,mid
19,108,529,838,1080,1512,2012,3615,4514,mid
25,140,465,839,1099,1583,2121,3228,4558,mid
22,150,470,794,1124,1457,2031,3693,4493,mid
12,117,475,852,1105,1464,2208,3608,4694,mid
44,128,354,795,1095,1570,2177,3258,4634,mid
29,116,383,818,1088,1569,1932,3630,4513,mid
12,202,571,903,1174,1644,2745,3908,4705,high
37,190,621,880,1124,1629,2248,3917,4891,high
46,188,605,871,1164,1645,2839,3791,4825,high
27,269,625,923,1111,1628,2785,3808,4694,high
43,184,495,916,1110,1629,2265,3952,4774,high
44,208,622,909,1146,1658,2539,3807,4891,high
34,252,556,914,1175,1595,2829,3620,4706,high
45,245,635,897,1172,1633,2556,3681,4816,high
39,254,568,862,1116,1572,2412,3684,4904,high
32,238,631,882,1137,1573,2415,3869,4716,high
31,242,630,902,1119,1581,2392,3946,4627,high
19,189,501,859,1101,1626,2895,3542,4815,high
36,257,596,918,1159,1657,2771,3954,4926,high
32,262,510,911,1127,1618,2526,3804,4709,high
41,200,522,896,1116,1622,2315,3945,4821,high
40,250,562,899,1163,1557,2849,3774,4632,high
12,187,612,872,1148,1665,2541,3818,4783,high
22,211,576,872,1128,1649,2972,3929,4718,high
28,189,643,900,1146,1617,2824,3837,4624,high
34,224,666,885,1167,1583,2610,3635,4970,high
8,271,638,919,1171,1600,2972,3784,4954,high
9,244,564,870,1165,1673,2737,3637,4652,high
32,228,538,902,1135,1571,2296,3850,4764,high
8,209,659,914,1136,1650,2729,3753,4830,high
25,194,595,850,1103,1636,2303,3883,4847,high
36,239,510,876,1142,1635,2922,3970,4772,high
40,203,633,904,1147,1655,2404,3792,4659,high
42,257,508,869,1154,1597,2898,3580,4786,high
33,244,620,862,1166,1669,2864,3616,4697,high
15,232,565,897,1146,1583,2812,3774,4662,high
8,50,377,756,1089,1327,1949,3270,4275,low
28,98,392,753,1020,1336,1872,3149,4107,low
12,96,373,786,1047,1446,1986,3250,4337,low
16,55,353,800,1037,1483,1870,3210,4439,low
23,66,396,789,1069,1460,1976,3116,4471,low
40,72,356,786,1039,1402,1922,3255,4112,low
39,83,382,764,1085,1304,1865,3231,4266,low
40,77,388,792,1099,1375,1844,3250,4449,low
10,64,378,774,1014,1324,1915,3124,4105,low
17,79,395,791,1042,1343,1918,3264,4291,low
21,96,363,776,1060,1302,1818,3245,4322,low
45,55,375,755,1077,1478,1957,3125,4398,low
7,61,385,780,1051,1380,1930,3225,4201,low
39,57,394,788,1043,1322,1975,3220,4461,low
22,85,378,787,1065,1302,1940,3190,4179,low
17,83,367,759,1043,1391,1945,3135,4214,low
37,62,383,764,1021,1435,1875,3255,4261,low
23,58,398,769,1054,1474,1890,3257,4299,low
26,81,354,760,1059,1439,2000,3167,4384,low
19,73,355,774,1075,1338,1829,3154,4323,low
33,89,384,763,1011,1429,1864,3177,4312,low
46,84,390,771,1002,1353,1964,3222,4201,low
17,67,369,755,1075,1451,1966,3184,4109,low
7,65,362,775,1061,1450,1897,3115,4416,low
46,85,371,787,1015,1382,1910,3192,4362,low
27,73,383,794,1093,1383,1872,3119,4494,low
34,64,392,765,1058,1440,1856,3181,4137,low
27,84,362,759,1075,1345,1933,3163,4357,low
32,62,392,792,1025,1462,1832,3131,4467,low
17,56,389,758,1012,1427,1880,3105,4357,low
34,185,385,786,1114,1480,1966,3585,4401,mid
44,148,354,789,1127,1491,2033,3359,4493,mid
37,151,504,846,1112,1469,2049,3385,4626,mid
24,81,430,800,1116,1582,2340,3275,4694,mid
19,200,476,869,1084,1575,2246,3542,4417,mid
17,181,523,895,1110,1569,2248,3635,4523,mid
30,182,463,793,1085,1504,2051,3642,4620,mid
17,103,493,880,1116,1469,1905,3280,4425,mid
36,200,529,844,1112,1513,2154,3406,4507,mid
28,120,534,844,1109,1470,2043,3629,4511,mid
19,117,487,865,1087,1526,2138,3504,4620,mid
46,91,354,811,1105,1585,1939,3342,4576,mid
30,133,496,880,1129,1566,2197,3799,4483,mid
21,156,480,890,1081,1559,2133,3695,4527,mid
11,88,346,786,1108,1470,2324,3792,4695,mid
27,151,444,888,1129,1558,2350,3345,4570,mid
13,96,498,781,1121,1592,2073,3494,4583,mid
21,169,420,838,1121,1587,2396,3215,4502,mid
26,135,501,819,1120,1513,2293,3649,4700,mid
24,174,409,877,1128,1580,2339,3539,4519,mid
42,129,333,855,1119,1491,2312,3638,4549,mid
13,163,340,845,1110,1581,2340,3392,4478,mid
27,173,412,856,1105,1536,2065,3312,4486,mid
19,171,370,892,1087,1600,2259,3278,4523,mid
18,188,421,877,1105,1502,2347,3622,4414,mid
20,91,414,829,1092,1513,1904,3685,4457,mid
23,139,526,826,1098,1485,1987,3443,4564,mid
15,126,471,858,1086,1488,1942,3509,4410,mid
20,96,452,806,1126,1502,2230,3445,4497,mid
42,161,523,838,1085,1499,2088,3366,4598,mid
42,248,569,910,1119,1580,2212,3664,4957,high
24,244,609,880,1132,1650,2500,3658,4690,high
45,264,674,856,1137,1588,2742,3955,4693,high
39,214,588,901,1168,1582,2271,3514,4918,high
28,251,547,881,1108,1572,2457,3622,4693,high
28,205,674,890,1133,1609,2315,3607,4616,high
32,251,519,873,1166,1666,2503,3642,4717,high
25,243,641,921,1138,1658,2606,3759,4845,high
31,221,571,858,1172,1594,2833,3922,4922,high
43,193,649,900,1137,1553,2812,3696,4682,high
45,200,589,877,1155,1650,2710,3618,4762,high
25,220,611,900,1169,1661,2320,3844,4662,high
13,232,514,881,1141,1629,2757,3895,4938,high
43,249,638,866,1106,1573,2542,3812,4809,high
45,189,633,916,1167,1662,2811,3735,4669,high
44,190,657,876,1142,1629,2373,3648,4774,high
23,242,564,877,1115,1589,2561,3884,4678,high
38,211,620,864,1160,1672,2548,3794,4868,high
17,208,646,893,1147,1616,2797,3884,4901,high
41,216,563,871,1133,1610,2848,3702,4628,high
43,230,551,920,1162,1627,2878,3549,4853,high
35,219,485,863,1143,1630,2684,3956,4621,high
30,208,530,873,1108,1555,2391,3590,4644,high
30,236,664,869,1111,1598,2631,3935,4795,high
36,199,514,865,1160,1633,2677,3514,4681,high
16,196,550,915,1130,1619,2880,3672,4654,high
12,238,606,915,1153,1598,2516,3936,4695,high
13,265,492,875,1142,1651,2384,3684,4813,high
38,197,634,912,1104,1553,2220,3617,4653,high
27,252,617,878,1164,1566,2534,3668,4632,high
