Signal,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Word
22,79,385,757,1033,1337,1921,3107,4253,low
44,76,356,794,1097,1482,1890,3128,4160,low
28,87,390,762,1030,1330,1859,3141,4401,low
42,85,366,797,1007,1439,1971,3160,4372,low
19,70,354,776,1033,1412,1979,3123,4358,low
11,88,385,793,1024,1374,1859,3238,4395,low
38,93,351,788,1075,1444,1939,3220,4484,low
35,95,355,773,1067,1390,1934,3143,4373,low
24,65,380,759,1008,1360,1851,3128,4498,low
16,66,389,759,1082,1374,1989,3147,4324,low
42,79,398,796,1040,1373,1812,3142,4205,low
24,99,375,789,1026,1373,1978,3135,4331,low
14,86,354,792,1034,1451,1934,3133,4246,low
28,90,395,758,1079,1305,1962,3100,4362,low
8,63,361,760,1027,1432,1838,3213,4393,low
47,90,372,765,1005,1447,1989,3207,4429,low
42,79,397,759,1066,1339,1910,3243,4332,low
22,75,370,778,1079,1407,1952,3189,4327,low
9,70,379,775,1074,1488,1910,3147,4234,low
25,68,396,754,1071,1404,1975,3227,4487,low
9,53,376,756,1042,1394,1853,3193,4344,low
21,52,377,758,1019,1329,1911,3192,4493,low
33,158,434,839,1101,1455,1909,3665,4422,mid
15,106,531,899,1117,1532,2165,3669,4655,mid
44,150,401,890,1088,1591,2046,3686,4535,mid
17,200,436,859,1128,1489,1998,3228,4466,mid
41,185,417,872,1112,1501,2038,3249,4644,mid
47,168,373,875,1085,1564,1993,3453,4697,mid
8,132,505,806,1092,1477,2115,3678,4534,mid
44,127,445,834,1109,1542,2108,3522,4555,mid
7,120,338,837,1112,1519,2014,3252,4542,mid
11,191,371,871,1081,1596,1905,3539,4696,mid
12,170,392,867,1092,1553,2228,3337,4425,mid
32,153,471,786,1121,1524,2200,3364,4625,mid
23,82,480,812,1108,1579,2034,3738,4468,mid
26,90,495,891,1121,1534,2372,3796,4565,mid
23,101,384,844,1125,1495,1959,3619,4669,mid
47,123,512,866,1120,1559,1951,3469,4538,mid
32,168,506,830,1089,1585,2208,3495,4518,mid
21,91,331,786,1087,1582,2350,3757,4578,mid
23,117,436,895,1118,1537,1977,3517,4467,mid
30,128,390,880,1081,1518,2378,3773,4559,mid
9,95,524,812,1112,1488,2202,3338,4551,mid
25,106,336,881,1106,1497,2186,3716,4545,mid
15,166,343,865,1120,1541,1968,3313,4430,mid
14,144,490,857,1087,1495,1974,3745,4531,mid
27,125,532,794,1090,1585,2313,3387,4582,mid
47,184,381,811,1128,1585,2016,3253,4479,mid
36,153,361,823,1106,1575,2177,3565,4695,mid
39,84,456,817,1106,1552,1990,3533,4477,mid
12,119,395,783,1106,1493,2047,3251,4655,mid
17,193,409,800,1116,1522,2241,3773,4447,mid
25,274,501,881,1125,1632,2477,3969,4711,high
46,217,638,879,1140,1574,2763,3962,4710,high
32,271,666,894,1133,1588,2953,3773,4775,high
39,254,581,866,1160,1670,2690,3612,4738,high
14,249,485,872,1105,1655,2948,3868,4823,high
11,262,561,858,1165,1664,2757,3614,4686,high
35,239,654,869,1169,1620,2418,3607,4651,high
22,210,631,880,1108,1570,2754,3872,4757,high
29,204,545,859,1158,1660,2774,3921,4848,high
23,195,605,883,1143,1613,2866,3630,4850,high
33,182,514,894,1169,1606,2782,3548,4954,high
41,232,576,858,1138,1657,2244,3896,4922,high
29,267,544,915,1157,1551,2643,3567,4909,high
18,223,524,919,1172,1650,2463,3715,4941,high
47,200,601,906,1173,1635,2904,3877,4882,high
22,196,480,913,1157,1671,2420,3692,4666,high
42,232,508,853,1140,1607,2358,3702,4686,high
23,218,481,856,1108,1646,2469,3649,4890,high
24,243,612,897,1174,1645,2950,3881,4920,high
14,235,507,866,1142,1660,2781,3533,4713,high
47,225,654,899,1165,1616,2221,3861,4816,high
30,214,633,862,1161,1663,2248,3957,4609,high
39,248,667,904,1120,1652,2308,3901,4757,high
37,253,647,875,1124,1617,2613,3973,4797,high
37,213,633,875,1145,1619,2686,3648,4748,high
44,207,647,871,1167,1616,2710,3501,4896,high
17,181,493,869,1116,1574,2299,3852,4958,high
12,244,493,894,1146,1645,2512,3952,4772,high
31,264,615,877,1149,1586,2841,3615,4810,high
18,219,651,886,1143,1628,2697,3585,4932,high
14,55,350,750,1026,1369,1971,3125,4405,low
36,57,364,761,1099,1428,1896,3263,4119,low
30,50,351,778,1040,1408,1896,3246,4334,low
35,56,364,799,1010,1347,1825,3283,4296,low
16,51,400,792,1092,1433,1897,3203,4316,low
41,64,378,785,1098,1426,1871,3242,4357,low
12,94,351,781,1047,1405,1824,3147,4281,low
20,90,400,795,1013,1387,1945,3168,4102,low
40,93,398,772,1054,1343,1881,3237,4489,low
7,55,355,773,1076,1412,1942,3158,4127,low
42,66,391,776,1078,1309,1961,3279,4108,low
46,87,372,787,1061,1426,1973,3130,4463,low
19,61,367,754,1003,1375,1956,3112,4472,low
31,69,376,765,1059,1372,1964,3286,4157,low
36,64,383,765,1085,1321,1889,3285,4373,low
11,91,374,771,1044,1351,1820,3166,4485,low
41,61,352,772,1093,1399,1907,3227,4269,low
42,60,386,761,1034,1472,1922,3160,4263,low
45,74,358,755,1026,1401,1947,3154,4391,low
40,71,366,760,1028,1484,1993,3210,4439,low
43,71,381,765,1046,1434,1935,3246,4294,low
35,100,387,778,1015,1448,1844,3278,4487,low
38,71,352,795,1008,1428,1892,3273,4210,low
34,71,380,769,1099,1312,1859,3298,4406,low
22,77,354,764,1086,1415,1832,3222,4267,low
15,97,353,776,1074,1393,1969,3160,4363,low
33,73,384,763,1067,1442,1843,3208,4213,low
20,59,387,765,1065,1459,1809,3257,4196,low
38,54,366,781,1057,1419,1868,3276,4462,low
42,82,381,785,1087,1381,1854,3286,4301,low
37,161,345,827,1092,1581,2189,3456,4460,mid
36,121,355,858,1088,1599,1948,3640,4504,mid
23,86,355,813,1084,1512,2097,3416,4697,mid
21,123,517,820,1106,1521,1960,3347,4639,mid
27,150,453,804,1095,1461,2168,3321,4496,mid
39,172,394,814,1094,1454,2368,3531,4594,mid
17,123,414,846,1090,1499,2300,3694,4448,mid
11,180,422,891,1090,1592,2372,3390,4567,mid
23,142,503,852,1081,1543,2046,3601,4432,mid
19,156,366,811,1104,1474,2214,3422,4471,mid
17,83,516,807,1080,1452,2296,3685,4431,mid
18,91,538,821,1128,1471,2098,3521,4486,mid
37,153,408,806,1100,1516,2067,3423,4551,mid
8,106,470,892,1092,1562,1927,3631,4545,mid
37,168,523,870,1125,1559,2333,3517,4660,mid
16,188,346,785,1126,1511,2297,3241,4572,mid
31,173,497,810,1080,1566,2309,3578,4534,mid
16,174,373,823,1090,1512,2364,3508,4427,mid
27,197,501,884,1080,1455,2215,3332,4552,mid
35,137,471,866,1120,1576,1940,3204,4415,mid
14,100,361,891,1106,1573,2333,3320,4611,mid
38,138,479,858,1119,1451,2018,3729,4693,mid
16,84,435,899,1091,1541,2206,3756,4516,mid
21,127,488,867,1097,1486,2384,3501,4503,mid
45,138,493,826,1082,1514,2187,3660,4407,mid
26,157,473,864,1091,1482,2124,3490,4410,mid
27,199,462,805,1095,1567,2114,3353,4505,mid
40,179,385,800,1112,1472,2276,3384,4594,mid
29,167,330,878,1128,1589,2388,3265,4689,mid
20,119,539,896,1107,1569,1937,3422,4611,mid
33,243,584,901,1130,1661,2857,3583,4840,high
7,227,495,924,1113,1607,2524,3973,4955,high
34,247,523,898,1114,1567,2385,3817,4809,high
23,187,546,893,1131,1660,2945,3886,4610,high
11,210,589,922,1137,1642,2698,3731,4954,high
26,209,576,921,1118,1581,2873,3776,4852,high
12,192,555,921,1102,1602,2616,3557,4663,high
22,257,516,901,1174,1611,2876,3805,4944,high
20,226,481,910,1170,1595,2343,3788,4713,high
20,272,602,896,1105,1598,2602,3925,4773,high
8,193,491,894,1154,1648,2784,3743,4819,high
27,206,485,898,1146,1553,2682,3878,4689,high
28,209,576,873,1109,1589,2756,3744,4819,high
42,275,539,864,1134,1594,2243,3769,4614,high
27,246,620,921,1120,1554,2642,3546,4921,high
8,214,500,873,1110,1659,2255,3735,4815,high
32,203,539,894,1140,1596,2582,3895,4628,high
13,238,546,879,1159,1620,2539,3886,4860,high
7,268,564,855,1119,1623,2726,3854,4826,high
13,251,514,875,1144,1630,2940,3728,4891,high
33,249,509,902,1166,1581,2372,3730,4728,high
17,264,518,859,1159,1630,2807,3768,4607,high
37,256,529,919,1106,1653,2513,3636,4613,high
29,221,552,919,1161,1566,2368,3943,4731,high
23,269,634,853,1146,1656,2966,3744,4783,high
38,233,657,874,1143,1556,2791,3580,4821,high
17,255,485,867,1134,1571,2733,3504,4962,high
45,193,576,905,1168,1633,2847,3524,4615,high
7,263,549,917,1109,1550,2438,3881,4697,high
24,209,556,915,1164,1594,2538,3826,4764,high
33,98,385,785,1011,1456,1932,3283,4221,low
30,78,355,777,1006,1450,1920,3257,4284,low
19,85,370,759,1072,1328,1827,3112,4236,low
15,90,365,754,1087,1438,1974,3284,4275,low
41,77,370,788,1030,1319,1835,3169,4322,low
40,98,359,754,1078,1448,1838,3144,4196,low
25,82,384,759,1011,1447,1987,3264,4108,low
42,83,375,755,1002,1406,1824,3299,4331,low
13,55,393,774,1000,1460,1944,3242,4390,low
9,70,357,777,1098,1334,1880,3217,4407,low
7,100,368,753,1088,1304,1874,3288,4379,low
28,59,366,796,1032,1366,1804,3139,4486,low
32,73,380,776,1094,1371,1833,3215,4385,low
32,51,395,754,1057,1311,1989,3227,4468,low
23,77,379,799,1019,1348,1920,3192,4310,low
18,96,381,777,1097,1404,1804,3168,4191,low
47,55,363,783,1032,1455,1918,3201,4261,low
19,91,368,784,1065,1337,1824,3227,4399,low
44,71,380,775,1092,1482,1849,3287,4208,low
23,67,379,781,1084,1462,1942,3174,4174,low
26,86,399,789,1053,1345,1978,3226,4445,low
14,93,369,751,1055,1323,1919,3227,4183,low
44,82,400,753,1010,1405,1852,3296,4366,low
22,53,366,770,1082,1426,1817,3215,4323,low
23,64,365,795,1095,1388,1866,3299,4395,low
34,94,353,795,1096,1370,1959,3138,4394,low
10,70,359,753,1093,1352,1977,3198,4432,low
35,80,361,766,1016,1376,1945,3128,4201,low
25,68,400,768,1051,1360,1996,3122,4286,low
9,94,354,794,1066,1437,1990,3193,4468,low
42,122,394,864,1090,1468,2261,3629,4436,mid
40,195,513,829,1080,1454,2267,3594,4526,mid
29,108,462,783,1121,1515,2242,3246,4524,mid
25,98,359,823,1110,1533,2366,3273,4595,mid
21,107,423,888,1104,1493,2294,3763,4535,mid
27,116,405,783,1116,1574,2002,3646,4688,mid
34,155,389,795,1106,1467,2302,3638,4697,mid
25,99,520,860,1105,1472,2257,3316,4591,mid
38,190,471,851,1090,1539,2096,3463,4525,mid
11,113,471,828,1104,1571,2215,3641,4468,mid
16,152,393,837,1121,1516,2367,3443,4483,mid
11,87,373,841,1115,1478,2130,3394,4607,mid
7,132,486,813,1082,1466,2045,3786,4485,mid
17,174,353,896,1095,1515,2182,3300,4543,mid
23,179,405,834,1115,1569,2157,3294,4493,mid
24,139,502,876,1115,1545,2269,3615,4434,mid
42,146,359,790,1083,1458,2131,3718,4469,mid
36,165,437,845,1122,1476,2139,3696,4531,mid
16,127,390,837,1083,1531,2170,3753,4429,mid
43,131,544,815,1080,1585,2228,3443,4491,mid
11,189,365,860,1092,1506,1936,3771,4427,mid
40,183,470,781,1106,1556,2269,3646,4459,mid
28,194,497,850,1128,1520,2297,3654,4626,mid
17,137,345,820,1107,1474,2357,3590,4513,mid
11,120,420,788,1096,1463,2209,3655,4613,mid
39,116,390,812,1082,1576,2360,3623,4437,mid
39,94,437,819,1115,1563,2373,3500,4633,mid
8,122,545,832,1124,1512,2231,3205,4639,mid
35,115,539,900,1090,1546,1983,3481,4630,mid
21,179,463,844,1095,1557,2017,3211,4547,mid
35,274,585,892,1103,1673,2709,3679,4719,high
33,259,565,879,1174,1635,2769,3888,4851,high
20,229,561,884,1102,1587,2802,3539,4827,high
17,228,523,905,1160,1559,2300,3715,4668,high
36,182,663,873,1129,1577,2315,3559,4924,high
15,219,580,895,1105,1657,2681,3924,4767,high
15,204,645,913,1104,1646,2535,3872,4809,high
15,213,524,922,1149,1598,2410,3670,4601,high
18,241,651,886,1172,1646,2231,3528,4677,high
29,262,525,888,1114,1580,2680,3850,4608,high
7,257,616,903,1119,1639,2485,3871,4822,high
43,263,503,869,1158,1628,2532,3602,4695,high
39,219,593,853,1127,1658,2263,3784,4798,high
40,255,634,855,1162,1605,2587,3548,4801,high
38,245,669,870,1174,1555,2971,3680,4721,high
30,199,582,854,1121,1595,2585,3785,4644,high
18,251,564,861,1107,1671,2763,3944,4604,high
8,217,592,865,1118,1554,2203,3667,4884,high
44,264,557,862,1154,1569,2713,3806,4951,high
32,219,644,861,1172,1625,2424,3585,4911,high
31,241,579,868,1174,1629,2845,3936,4921,high
35,195,594,906,1101,1627,2584,3818,4745,high
12,189,488,868,1137,1594,2253,3922,4749,high
37,206,574,916,1159,1599,2639,3542,4779,high
14,210,562,850,1155,1586,2642,3605,4949,high
18,241,606,874,1128,1658,2889,3751,4749,high
30,256,582,886,1156,1631,2391,3592,4697,high
44,246,577,854,1153,1637,2360,3823,4658,high
40,266,537,908,1109,1587,2520,3771,4728,high
27,191,520,902,1109,1623,2657,3774,4779,high
13,86,387,767,1016,1414,2000,3120,4135,low
28,78,388,787,1047,1343,1921,3252,4416,low
23,95,353,753,1073,1333,1845,3161,4238,low
38,78,370,761,1024,1482,1894,3125,4174,low
43,86,400,767,1014,1438,1908,3170,4211,low
7,99,393,800,1016,1425,1976,3267,4251,low
29,94,353,767,1038,1454,1815,3130,4425,low
37,59,386,752,1090,1388,1800,3296,4347,low
12,64,370,762,1046,1488,1915,3266,4158,low
24,99,362,785,1015,1479,1976,3184,4422,low
16,91,354,761,1070,1361,1939,3104,4133,low
13,71,395,782,1065,1329,1976,3291,4180,low
33,72,362,789,1048,1329,1912,3215,4188,low
15,68,375,763,1011,1425,1994,3246,4103,low
39,77,396,756,1039,1409,1811,3107,4223,low
9,67,363,790,1078,1463,1878,3156,4367,low
45,88,355,789,1075,1323,1851,3174,4337,low
24,89,383,755,1075,1302,1939,3286,4234,low
29,74,386,779,1024,1426,1802,3207,4231,low
24,68,382,789,1051,1400,1821,3256,4255,low
17,70,398,790,1015,1333,1829,3102,4299,low
15,76,395,754,1087,1440,1803,3196,4251,low
35,79,393,750,1031,1429,1910,3269,4112,low
46,55,365,791,1075,1389,1879,3248,4453,low
30,99,367,753,1038,1396,1862,3146,4118,low
16,70,387,772,1044,1325,1886,3258,4488,low
25,86,394,783,1062,1426,1811,3159,4494,low
18,70,359,782,1088,1435,1824,3209,4299,low
27,65,384,774,1096,1305,1806,3185,4266,low
12,67,355,785,1085,1328,1963,3102,4211,low
23,99,444,843,1110,1464,2138,3704,4507,mid
14,106,400,829,1111,1465,2333,3409,4497,mid
20,101,363,865,1083,1468,2332,3334,4680,mid
9,145,376,783,1128,1593,2341,3741,4624,mid
42,82,440,873,1127,1504,1933,3463,4412,mid
44,156,501,823,1126,1533,2039,3427,4680,mid
16,97,507,886,1126,1463,2351,3675,4541,mid
19,196,519,790,1121,1509,2016,3575,4415,mid
46,189,508,886,1117,1465,2229,3556,4410,mid
36,146,461,868,1099,1452,2043,3671,4632,mid
28,194,478,867,1120,1495,2049,3207,4576,mid
10,106,372,795,1125,1521,2082,3392,4404,mid
41,189,391,875,1081,1497,2003,3343,4605,mid
21,151,369,788,1090,1596,2384,3444,4556,mid
19,112,337,788,1103,1530,2205,3464,4631,mid
40,80,446,789,1104,1495,2037,3606,4591,mid
36,156,385,882,1124,1488,2056,3695,4623,mid
18,103,399,784,1094,1592,2020,3598,4561,mid
22,130,334,896,1090,1462,2019,3543,4592,mid
16,81,454,840,1107,1551,2093,3610,4560,mid
12,191,430,876,1086,1546,2218,3371,4593,mid
37,152,527,799,1116,1527,1968,3303,4445,mid
29,142,415,868,1082,1511,2049,3717,4473,mid
31,196,483,793,1120,1465,1938,3530,4628,mid
46,164,350,802,1084,1537,2104,3610,4458,mid
33,92,365,883,1094,1540,1921,3460,4630,mid
16,159,346,807,1114,1514,2188,3555,4557,mid
7,200,517,816,1096,1565,2193,3213,4407,mid
24,175,475,793,1090,1531,2010,3481,4476,mid
25,142,415,821,1117,1528,2334,3413,4439,mid
41,274,507,925,1151,1587,2415,3829,4809,high
45,189,587,909,1174,1591,2352,3795,4821,high
11,208,487,900,1165,1563,2255,3537,4791,high
29,207,638,890,1158,1577,2525,3722,4702,high
41,215,588,919,1134,1601,2385,3836,4920,high
21,193,601,860,1148,1660,2547,3839,4726,high
13,199,647,910,1143,1605,2375,3807,4938,high
47,242,536,916,1162,1551,2504,3938,4845,high
29,229,639,888,1159,1589,2209,3536,4806,high
17,194,587,920,1146,1585,2512,3953,4791,high
24,207,666,910,1144,1629,2672,3863,4612,high
15,275,533,855,1132,1588,2661,3747,4857,high
23,235,665,893,1108,1593,2664,3821,4974,high
14,235,516,904,1136,1579,2750,3519,4756,high
43,204,480,905,1151,1568,2452,3601,4945,high
13,267,545,901,1149,1573,2653,3847,4686,high
43,263,572,924,1113,1591,2895,3573,4786,high
41,256,620,872,1172,1568,2952,3654,4653,high
27,244,587,904,1157,1558,2664,3598,4638,high
31,249,628,877,1168,1605,2573,3720,4949,high
29,219,492,918,1113,1622,2632,3903,4708,high
18,247,598,896,1123,1617,2671,3755,4847,high
45,264,669,852,1104,1582,2750,3881,4777,high
22,212,513,862,1171,1636,2752,3692,4636,high
23,229,490,854,1170,1619,2479,3691,4863,high
14,181,513,874,1140,1577,2337,3796,4610,high
45,249,577,863,1160,1657,2201,3966,4764,high
30,184,623,859,1103,1664,2587,3629,4831,high
24,223,500,881,1143,1614,2805,3555,4604,high
13,268,611,895,1168,1569,2294,3756,4717,high
